SPEED,Tension,Cross_Section,Layer,SHAPE,YIELD,ERVALUE
100,42,0.7854,1,1,0,569.391
100,44,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,37,0.7854,1,1,0,569.391
100,39,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,39,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,41,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,41,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,44,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,38,0.7854,2,1,0,571.976
100,37,0.7854,2,1,0,571.976
100,41,0.7854,2,1,0,571.976
100,38,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,39,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,41,0.7854,2,1,0,571.976
100,37,0.7854,3,1,0,574.56
100,39,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,38,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,39,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,38,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,42,0.7854,4,1,0,577.144
100,38,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,38,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,38,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,39,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,39,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,1,2,0,569.391
100,44,0.7854,1,2,0,569.391
100,43,0.7854,1,2,0,569.391
100,37,0.7854,1,2,0,569.391
100,39,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,43,0.7854,1,2,0,569.391
100,43,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,39,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,43,0.7854,1,2,0,569.391
100,41,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,41,0.7854,1,2,0,569.391
100,43,0.7854,1,2,0,569.391
100,42,0.7854,1,2,0,569.391
100,43,0.7854,1,2,0,569.391
100,44,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,43,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,43,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,38,0.7854,2,2,0,571.976
100,37,0.7854,2,2,0,571.976
100,41,0.7854,2,2,0,571.976
100,38,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,43,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,39,0.7854,2,2,0,571.976
100,42,0.7854,2,2,0,571.976
100,41,0.7854,2,2,0,571.976
100,37,0.7854,3,2,0,574.56
100,39,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,38,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,39,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,42,0.7854,3,2,0,574.56
100,42,0.7854,3,2,0,574.56
100,38,0.7854,3,2,0,574.56
100,42,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,42,0.7854,3,2,0,574.56
100,42,0.7854,3,2,0,574.56
100,41,0.7854,3,2,0,574.56
100,42,0.7854,4,2,0,577.144
100,38,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,38,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,38,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,42,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,41,0.7854,4,2,0,577.144
100,42,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,39,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,39,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,42,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,41,0.7854,5,2,0,579.728
100,42,0.7854,1,3,0,569.391
100,44,0.7854,1,3,0,569.391
100,43,0.7854,1,3,0,569.391
100,37,0.7854,1,3,0,569.391
100,39,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,43,0.7854,1,3,0,569.391
100,43,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,39,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,43,0.7854,1,3,0,569.391
100,41,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,41,0.7854,1,3,0,569.391
100,43,0.7854,1,3,0,569.391
100,42,0.7854,1,3,0,569.391
100,43,0.7854,1,3,0,569.391
100,44,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,43,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,43,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,38,0.7854,2,3,0,571.976
100,37,0.7854,2,3,0,571.976
100,41,0.7854,2,3,0,571.976
100,38,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,43,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,39,0.7854,2,3,0,571.976
100,42,0.7854,2,3,0,571.976
100,41,0.7854,2,3,0,571.976
100,37,0.7854,3,3,0,574.56
100,39,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,38,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,39,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,42,0.7854,3,3,0,574.56
100,42,0.7854,3,3,0,574.56
100,38,0.7854,3,3,0,574.56
100,42,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,42,0.7854,3,3,0,574.56
100,42,0.7854,3,3,0,574.56
100,41,0.7854,3,3,0,574.56
100,42,0.7854,4,3,0,577.144
100,38,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,38,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,38,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,42,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,41,0.7854,4,3,0,577.144
100,42,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,39,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,39,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,42,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,41,0.7854,5,3,0,579.728
100,42,0.384846,1,1,0,116.202
100,37,0.384846,1,1,0,116.202
100,44,0.384846,1,1,0,116.202
100,44,0.384846,1,1,0,116.202
100,44,0.384846,1,1,0,116.202
100,38,0.384846,1,1,0,116.202
100,41,0.384846,1,1,0,116.202
100,42,0.384846,1,1,0,116.202
100,42,0.384846,1,1,0,116.202
100,39,0.384846,1,1,0,116.202
100,41,0.384846,1,1,0,116.202
100,43,0.384846,1,1,0,116.202
100,42,0.384846,1,1,0,116.202
100,43,0.384846,1,1,0,116.202
100,41,0.384846,1,1,0,116.202
100,44,0.384846,1,1,0,116.202
100,43,0.384846,1,1,0,116.202
100,43,0.384846,1,1,0,116.202
100,41,0.384846,1,1,0,116.202
100,42,0.384846,1,1,0,116.202
100,42,0.384846,2,1,0,116.73
100,38,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,37,0.384846,2,1,0,116.73
100,43,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,41,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,41,0.384846,2,1,0,116.73
100,43,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,43,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,43,0.384846,2,1,0,116.73
100,42,0.384846,2,1,0,116.73
100,42,0.384846,3,1,0,117.257
100,42,0.384846,3,1,0,117.257
100,42,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,38,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,38,0.384846,3,1,0,117.257
100,42,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,39,0.384846,3,1,0,117.257
100,38,0.384846,3,1,0,117.257
100,39,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,39,0.384846,3,1,0,117.257
100,39,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,41,0.384846,3,1,0,117.257
100,41,0.384846,4,1,0,117.784
100,38,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,39,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,42,0.384846,4,1,0,117.784
100,42,0.384846,4,1,0,117.784
100,42,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,42,0.384846,4,1,0,117.784
100,42,0.384846,4,1,0,117.784
100,38,0.384846,4,1,0,117.784
100,41,0.384846,4,1,0,117.784
100,41,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,42,0.384846,5,1,0,118.312
100,39,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,42,0.384846,5,1,0,118.312
100,38,0.384846,5,1,0,118.312
100,42,0.384846,5,1,0,118.312
100,39,0.384846,5,1,0,118.312
100,42,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,38,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,42,0.384846,5,1,0,118.312
100,41,0.384846,5,1,0,118.312
100,42,0.384846,5,1,0,118.312
100,42,0.384846,1,2,0,116.202
100,44,0.384846,1,2,0,116.202
100,43,0.384846,1,2,0,116.202
100,37,0.384846,1,2,0,116.202
100,39,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,43,0.384846,1,2,0,116.202
100,43,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,39,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,43,0.384846,1,2,0,116.202
100,41,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,41,0.384846,1,2,0,116.202
100,43,0.384846,1,2,0,116.202
100,42,0.384846,1,2,0,116.202
100,43,0.384846,1,2,0,116.202
100,44,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,43,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,43,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,38,0.384846,2,2,0,116.73
100,37,0.384846,2,2,0,116.73
100,41,0.384846,2,2,0,116.73
100,38,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,43,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,39,0.384846,2,2,0,116.73
100,42,0.384846,2,2,0,116.73
100,41,0.384846,2,2,0,116.73
100,37,0.384846,3,2,0,117.257
100,39,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,38,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,39,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,42,0.384846,3,2,0,117.257
100,42,0.384846,3,2,0,117.257
100,38,0.384846,3,2,0,117.257
100,42,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,42,0.384846,3,2,0,117.257
100,42,0.384846,3,2,0,117.257
100,41,0.384846,3,2,0,117.257
100,42,0.384846,4,2,0,117.784
100,38,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,38,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,38,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,42,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,41,0.384846,4,2,0,117.784
100,42,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,39,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,39,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,42,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,41,0.384846,5,2,0,118.312
100,42,0.384846,1,3,0,116.202
100,44,0.384846,1,3,0,116.202
100,43,0.384846,1,3,0,116.202
100,37,0.384846,1,3,0,116.202
100,39,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,43,0.384846,1,3,0,116.202
100,43,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,39,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,43,0.384846,1,3,0,116.202
100,41,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,41,0.384846,1,3,0,116.202
100,43,0.384846,1,3,0,116.202
100,42,0.384846,1,3,0,116.202
100,43,0.384846,1,3,0,116.202
100,44,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,43,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,43,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,38,0.384846,2,3,0,116.73
100,37,0.384846,2,3,0,116.73
100,41,0.384846,2,3,0,116.73
100,38,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,43,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,39,0.384846,2,3,0,116.73
100,42,0.384846,2,3,0,116.73
100,41,0.384846,2,3,0,116.73
100,37,0.384846,3,3,0,117.257
100,39,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,38,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,39,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,42,0.384846,3,3,0,117.257
100,42,0.384846,3,3,0,117.257
100,38,0.384846,3,3,0,117.257
100,42,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,42,0.384846,3,3,0,117.257
100,42,0.384846,3,3,0,117.257
100,41,0.384846,3,3,0,117.257
100,42,0.384846,4,3,0,117.784
100,38,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,38,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,38,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,42,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,41,0.384846,4,3,0,117.784
100,42,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,39,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,39,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,42,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,41,0.384846,5,3,0,118.312
100,42,0.7854,1,1,0,569.391
100,37,0.7854,1,1,0,569.391
100,44,0.7854,1,1,0,569.391
100,44,0.7854,1,1,0,569.391
100,44,0.7854,1,1,0,569.391
100,38,0.7854,1,1,0,569.391
100,41,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,39,0.7854,1,1,0,569.391
100,41,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,41,0.7854,1,1,0,569.391
100,44,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,43,0.7854,1,1,0,569.391
100,41,0.7854,1,1,0,569.391
100,42,0.7854,1,1,0,569.391
100,42,0.7854,2,1,0,571.976
100,38,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,37,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,41,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,41,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,43,0.7854,2,1,0,571.976
100,42,0.7854,2,1,0,571.976
100,42,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,38,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,38,0.7854,3,1,0,574.56
100,42,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,39,0.7854,3,1,0,574.56
100,38,0.7854,3,1,0,574.56
100,39,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,39,0.7854,3,1,0,574.56
100,39,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,3,1,0,574.56
100,41,0.7854,4,1,0,577.144
100,38,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,39,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,42,0.7854,4,1,0,577.144
100,38,0.7854,4,1,0,577.144
100,41,0.7854,4,1,0,577.144
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,39,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,38,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,39,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,38,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,41,0.7854,5,1,0,579.728
100,42,0.7854,5,1,0,579.728
100,42,0.19635,1,1,0,227.757
100,44,0.19635,1,1,0,227.757
100,43,0.19635,1,1,0,227.757
100,44,0.19635,1,1,0,227.757
100,43,0.19635,1,1,0,227.757
100,39,0.19635,1,1,0,227.757
100,41,0.19635,1,1,0,227.757
100,38,0.19635,1,1,0,227.757
100,38,0.19635,1,1,0,227.757
100,43,0.19635,1,1,0,227.757
100,42,0.19635,1,1,0,227.757
100,41,0.19635,1,1,0,227.757
100,42,0.19635,1,1,0,227.757
100,42,0.19635,1,1,0,227.757
100,37,0.19635,1,1,0,227.757
100,43,0.19635,1,1,0,227.757
100,37,0.19635,1,1,0,227.757
100,42,0.19635,1,1,0,227.757
100,42,0.19635,1,1,0,227.757
100,38,0.19635,1,1,0,227.757
100,44,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,43,0.19635,2,1,0,228.79
100,38,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,41,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,43,0.19635,2,1,0,228.79
100,42,0.19635,2,1,0,228.79
100,37,0.19635,2,1,0,228.79
