SPEED,Cross_Section,Layer,SHAPE,YIELD,ERVALUE ORIGINAL,ER PREDICTED,VARIATION %
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,3,3,0,574.56,574.56,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,4,3,0,577.144,577.144,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,785.4,5,3,0,579.728,579.728,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,1,1,0,116.202,116.202,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,2,1,0,116.73,116.73,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,3,1,0,117.257,117.257,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,4,1,0,117.784,117.784,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,5,1,0,118.312,118.312,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,1,2,0,116.202,116.202,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,2,2,0,116.73,116.73,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,3,2,0,117.257,117.257,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,4,2,0,117.784,117.784,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,5,2,0,118.312,118.312,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,1,3,0,116.202,116.202,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,2,3,0,116.73,116.73,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,3,3,0,117.257,117.257,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,4,3,0,117.784,117.784,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
175,384.8,5,3,0,118.312,118.312,0
